LOCO_TYPE,LOCO_NUMBER,YEAR,Availability_Days,Distance_Travelled,Distance_per_day,Total_Failures,Reliability,Failure_Rate,Age_of_Locomotive,Usage_Intensity,Maintenance_Frequency,Fuel_Efficiency,Operating_Hours,Fleet_Type,Efficiency_Score,Maintenance_Score,Risk_Score,Reliability_Category,Age_Category
1,1010,2021,146,56549,345.58,9,39.85,0.0443,16,1.727906,1.76,1.68,2862.48,NRZ,19.76,2.34,1.2247,Critical,Mature
1,1014,2021,226,51711,228.81,5,54.07,0.0221,7,1.144049,0.93,3.16,5177.6,NRZ,9.99,6.76,0.177,Low,Young
1,1006,2022,266,90717,341.04,9,56.15,0.0338,4,1.705207,1.74,2.17,5497.61,NRZ,16.5,11.23,0.2305,Low,New
2,35435,2022,158,25318,160.24,5,53.95,0.0316,25,0.801203,0.51,1.95,3185.99,Hired,7.95,2.08,0.633,Low,Old
1,1013,2018,122,18794,154.05,5,48.05,0.041,27,0.770246,1.78,1.64,2620.07,NRZ,7.17,1.72,0.8527,Low,Old
1,1027,2024,217,61446,283.16,6,55.51,0.0276,15,1.415806,0.85,2.77,4989.78,NRZ,12.31,3.47,0.5861,Low,Mature
1,2108,2019,211,62071,294.18,5,67.85,0.0237,9,1.470877,1.37,1.79,4570.04,NRZ,13.58,6.78,0.3137,Medium,Young
1,1006,2018,283,39257,138.72,5,65.72,0.0177,9,0.693587,1.45,1.6,6116.28,NRZ,6.42,6.57,0.1105,Medium,Young
2,36433,2019,140,34696,247.83,5,48.37,0.0357,28,1.239143,0.71,1.54,2949.75,Hired,11.76,1.67,1.2386,Low,Old
2,35436,2024,153,35665,233.1,9,61.04,0.0588,21,1.165523,1.27,3.4,2789.0,Hired,12.79,2.77,1.4392,Medium,Old
2,35081,2020,168,26075,155.21,4,68.21,0.0238,17,0.776042,0.66,3.32,3370.78,Hired,7.74,3.79,0.314,Medium,Mature
1,1023,2020,258,53175,206.1,7,54.78,0.0271,7,1.030523,1.77,1.89,5056.93,NRZ,10.52,6.85,0.1955,Low,Young
1,1024,2020,171,28076,164.19,5,48.67,0.0292,25,0.820936,1.98,2.62,3839.39,NRZ,7.31,1.87,0.5993,Low,Old
1,1027,2020,167,16569,99.22,9,52.35,0.0539,25,0.496078,1.64,2.84,3789.29,NRZ,4.37,2.01,0.6685,Low,Old
1,1007,2020,171,16377,95.77,6,59.02,0.0351,19,0.47886,0.61,2.29,3867.17,NRZ,4.23,2.95,0.3194,Low,Mature
2,36020,2017,294,75222,255.86,12,60.28,0.0408,8,1.279286,1.0,2.51,7013.98,Hired,10.72,6.7,0.4176,Medium,Young
1,1022,2022,152,23169,152.02,11,35.4,0.0537,17,0.760098,1.21,3.0,2875.9,NRZ,8.06,1.97,0.6939,Critical,Mature
2,36476,2023,228,34612,151.81,9,53.64,0.0395,15,0.759035,1.28,3.39,4210.21,Hired,8.22,3.35,0.4497,Low,Mature
1,1018,2017,294,59336,201.82,4,61.39,0.0136,4,1.009116,1.62,2.61,5720.22,NRZ,10.37,12.28,0.0549,Medium,New
2,36325,2020,141,35278,250.2,10,56.06,0.0709,25,1.250993,0.7,2.85,3226.11,Hired,10.94,2.16,2.2174,Low,Old
1,1009,2023,293,89909,306.86,8,63.84,0.0273,7,1.534283,1.77,1.62,5409.39,NRZ,16.62,7.98,0.2932,Medium,Young
1,1015,2020,216,41000,189.81,5,70.63,0.0231,8,0.949074,1.44,2.28,4490.25,NRZ,9.13,7.85,0.1754,Medium,Young
1,1013,2020,247,76595,310.1,8,48.65,0.0324,13,1.550506,0.94,2.11,5028.55,NRZ,15.23,3.48,0.6531,Low,Mature
1,1013,2017,284,69808,245.8,5,56.99,0.0176,4,1.229014,1.51,3.22,6085.67,NRZ,11.47,11.4,0.0865,Low,New
1,1027,2019,223,36906,165.5,10,45.31,0.0448,19,0.827489,1.2,3.41,4177.65,NRZ,8.83,2.27,0.7044,Low,Mature
1,1025,2018,353,59051,167.28,7,60.68,0.0198,1,0.836416,1.76,3.25,7144.28,NRZ,8.27,30.34,0.0166,Medium,New
2,34589,2021,218,60901,279.36,9,50.62,0.0413,13,1.396812,1.44,1.78,4049.6,Hired,15.04,3.62,0.7499,Low,Mature
1,1010,2021,130,31177,239.82,9,44.83,0.0692,27,1.199115,0.59,1.82,3035.07,NRZ,10.27,1.6,2.2404,Low,Old
1,1016,2017,123,15961,129.76,4,49.65,0.0325,27,0.648821,0.63,2.0,2687.94,NRZ,5.94,1.77,0.5693,Low,Old
2,35866,2020,165,39115,237.06,8,60.21,0.0485,24,1.185303,1.42,2.07,3281.04,Hired,11.92,2.41,1.3797,Medium,Old
1,1025,2020,176,43872,249.27,9,51.66,0.0511,23,1.246364,0.85,1.72,4113.11,NRZ,10.67,2.15,1.4649,Low,Old
1,1029,2023,279,76114,272.81,11,56.22,0.0394,10,1.36405,1.12,2.47,5838.47,NRZ,13.04,5.11,0.5374,Low,Young
1,2105,2022,241,27871,115.65,4,64.07,0.0166,4,0.578237,0.86,1.62,4623.23,NRZ,6.03,12.81,0.0384,Medium,New
1,1022,2022,335,52662,157.2,4,59.7,0.0119,3,0.786,1.81,2.95,6637.7,NRZ,7.93,14.92,0.0281,Low,New
1,1011,2024,238,43329,182.05,4,71.74,0.0168,8,0.910273,1.16,3.15,4863.79,NRZ,8.91,7.97,0.1223,Medium,Young
2,34429,2021,176,37877,215.21,8,45.39,0.0455,22,1.076051,1.29,2.31,3723.54,Hired,10.17,1.97,1.0771,Low,Old
2,35178,2020,259,31407,121.26,8,59.4,0.0309,10,0.606313,0.98,2.49,5990.61,Hired,5.24,5.4,0.1874,Low,Young
1,1015,2022,168,43446,258.61,10,44.94,0.0595,24,1.293036,1.46,1.56,3487.96,NRZ,12.46,1.8,1.8465,Low,Old
1,1008,2021,119,15045,126.43,4,55.77,0.0336,28,0.632143,1.36,2.61,2414.67,NRZ,6.23,1.92,0.5947,Low,Old
1,1005,2018,257,40460,157.43,4,73.51,0.0156,5,0.78716,1.16,2.25,4710.73,NRZ,8.59,12.25,0.0614,Medium,New
1,1012,2018,286,57802,202.1,7,64.28,0.0245,5,1.010524,0.59,2.96,5872.97,NRZ,9.84,10.71,0.1238,Medium,New
2,34386,2023,285,67964,238.47,8,71.12,0.0281,5,1.192351,1.87,2.54,5596.03,Hired,12.15,11.85,0.1675,Medium,New
2,34734,2020,158,25750,233.24,11,39.55,0.0608,18,1.166188,0.76,2.58,3199.78,Hired,8.05,2.08,1.2763,Critical,Mature
2,34355,2021,143,23420,163.78,5,61.73,0.035,30,0.818881,0.68,3.43,2974.04,Hired,7.87,1.99,0.8598,Medium,Old
1,1026,2024,232,62141,267.85,8,49.61,0.0345,16,1.339246,0.85,3.4,5120.81,NRZ,12.13,2.92,0.7393,Low,Mature
1,1019,2019,134,41277,308.04,5,58.8,0.0373,24,1.540187,0.57,2.41,2547.37,NRZ,16.2,2.35,1.3788,Low,Old
1,2107,2024,123,42307,332.8,14,35.33,0.0903,26,1.664,0.94,2.58,2507.36,NRZ,16.87,1.31,3.9067,Critical,Old
1,2103,2023,298,66366,222.7,6,54.77,0.0201,5,1.113523,1.25,3.25,5466.55,NRZ,12.14,9.13,0.1119,Low,New
1,1006,2020,137,21615,157.77,4,46.66,0.0292,29,0.788869,0.83,3.35,2601.14,NRZ,8.31,1.56,0.668,Low,Old
1,1031,2024,135,21442,158.83,3,60.06,0.0222,24,0.794148,1.44,2.03,2875.71,NRZ,7.46,2.4,0.4231,Medium,Old
2,34747,2024,192,45753,238.3,4,56.42,0.0208,16,1.191484,1.83,2.84,3545.16,Hired,12.91,3.32,0.3965,Low,Mature
2,36725,2017,196,28294,144.36,10,58.15,0.051,18,0.721786,1.49,2.8,4689.5,Hired,6.03,3.06,0.6626,Low,Mature
2,35419,2018,269,61303,227.89,8,66.34,0.0297,10,1.139461,0.75,2.82,5581.86,Hired,10.98,6.03,0.3384,Medium,Young
1,1023,2017,168,48663,289.66,6,51.52,0.0357,21,1.448304,0.78,3.01,3424.17,NRZ,14.21,2.34,1.0858,Low,Old
2,35549,2023,85,21983,291.32,9,37.2,0.0928,33,1.456598,0.98,2.29,1650.01,Hired,13.32,1.09,4.4607,Critical,Old
1,1027,2024,184,25491,138.54,6,47.78,0.0326,15,0.69269,1.02,2.92,4064.45,NRZ,6.27,2.99,0.3387,Low,Mature
1,2109,2018,218,69581,319.18,6,61.96,0.0275,16,1.595894,0.71,2.2,4638.54,NRZ,15.0,3.64,0.7022,Medium,Mature
1,2107,2024,177,40577,229.25,5,51.1,0.0282,24,1.146243,1.52,1.82,3897.42,NRZ,10.41,2.04,0.7758,Low,Old
2,36349,2020,199,40735,204.7,5,64.76,0.0251,17,1.023492,0.57,1.9,4553.49,Hired,8.95,3.6,0.4367,Medium,Mature
1,2102,2020,223,30952,138.8,9,55.04,0.0404,18,0.693991,1.12,2.31,4876.27,NRZ,6.35,2.9,0.5047,Low,Mature
1,2106,2017,243,39909,164.23,3,56.73,0.0123,12,0.821173,0.71,3.5,4393.71,NRZ,9.08,4.36,0.1212,Low,Mature
1,1028,2017,190,16568,87.2,3,67.4,0.0158,19,0.436,1.18,1.67,3581.89,NRZ,4.63,3.37,0.1309,Medium,Mature
1,1015,2024,152,23263,153.05,5,46.01,0.0329,25,0.76523,0.72,2.32,3396.1,NRZ,6.85,1.77,0.6294,Low,Old
2,36567,2020,162,16967,104.73,9,49.3,0.0556,26,0.523673,1.67,2.73,3251.95,Hired,5.22,1.83,0.757,Low,Old
1,1015,2020,214,48078,224.66,11,40.59,0.0514,18,1.123318,0.69,2.47,4625.35,NRZ,10.39,2.14,1.0393,Low,Mature
1,1026,2024,135,26094,257.96,9,37.21,0.0573,27,1.289809,2.0,1.98,2689.27,NRZ,9.7,1.33,1.9955,Critical,Old
1,1027,2020,309,76669,248.12,6,51.93,0.0194,6,1.240599,1.56,2.29,7072.66,NRZ,10.84,7.42,0.1444,Low,Young
1,1029,2017,239,55972,234.19,8,50.5,0.0335,10,1.170962,0.66,1.9,4911.78,NRZ,11.4,4.59,0.3923,Low,Young
1,2104,2018,199,20244,101.73,5,58.74,0.0251,22,0.508643,0.68,2.92,4223.58,NRZ,4.79,2.55,0.2809,Low,Old
2,35566,2022,235,37966,161.56,5,70.79,0.0213,5,0.807787,1.26,3.49,5340.75,Hired,7.11,11.8,0.086,Medium,New
2,36092,2023,259,46401,179.15,10,45.0,0.0386,13,0.895772,1.94,2.26,5943.65,Hired,7.81,3.21,0.4495,Low,Mature
2,35176,2024,189,33568,177.61,4,58.6,0.0212,13,0.888042,1.41,3.2,3578.15,Hired,9.38,4.19,0.2447,Low,Mature
1,1009,2024,184,32944,179.04,5,47.9,0.0272,20,0.895217,1.79,2.86,3456.83,NRZ,9.53,2.28,0.487,Low,Mature
2,35554,2018,150,30964,206.43,6,55.69,0.04,27,1.032133,0.52,2.97,2911.64,Hired,10.63,1.99,1.1147,Low,Old
2,34630,2017,185,42488,229.66,11,45.36,0.0595,18,1.148324,1.14,1.9,4076.01,Hired,10.42,2.39,1.2299,Low,Mature
2,35138,2018,267,33001,123.6,6,56.29,0.0225,6,0.617996,2.0,1.96,6097.86,Hired,5.41,8.04,0.0834,Low,Young
2,35285,2024,190,29498,155.25,9,49.86,0.0474,14,0.776263,1.46,2.51,4445.38,Hired,6.64,3.32,0.5151,Low,Mature
2,35455,2018,253,62659,247.66,11,44.44,0.0435,13,1.23832,1.1,2.58,5418.67,Hired,11.56,3.17,0.7003,Low,Mature
1,1014,2020,305,63481,208.13,4,70.35,0.0131,1,1.040672,1.77,1.66,5673.85,NRZ,11.19,35.17,0.0136,Medium,New
1,1022,2021,145,34058,234.88,9,48.89,0.0621,24,1.174414,0.86,2.44,2720.54,NRZ,12.52,1.96,1.7503,Low,Old
1,1030,2022,192,33150,172.66,8,43.9,0.0417,22,0.863281,0.85,3.19,4495.77,NRZ,7.37,1.91,0.792,Low,Old
2,34416,2020,273,32504,119.06,6,59.41,0.022,11,0.595311,1.13,2.68,5008.05,Hired,6.49,4.95,0.1441,Low,Mature
2,34580,2021,135,25832,191.35,6,48.43,0.0444,27,0.956741,1.52,1.61,2842.66,Hired,9.09,1.73,1.1469,Low,Old
2,35046,2022,232,56897,245.25,5,64.63,0.0216,15,1.226228,1.82,2.43,4520.15,Hired,12.59,4.04,0.3973,Medium,Mature
2,36312,2023,267,49205,184.29,9,60.45,0.0337,11,0.921442,0.9,2.48,5457.99,Hired,9.02,5.04,0.3416,Medium,Mature
2,35875,2019,229,29719,129.78,10,52.24,0.0437,13,0.648886,1.79,3.43,4592.58,Hired,6.47,3.73,0.3686,Low,Mature
2,35637,2020,222,31613,142.4,7,60.93,0.0315,11,0.712005,1.01,3.06,4167.12,Hired,7.59,5.08,0.2467,Medium,Mature
2,36420,2023,163,18832,115.53,7,46.01,0.0429,26,0.577669,1.0,2.89,3204.63,Hired,5.88,1.7,0.6443,Low,Old
2,36593,2020,291,75681,260.07,5,73.94,0.0172,8,1.300361,1.56,2.03,6828.04,Hired,11.08,8.22,0.1789,Medium,Young
2,35249,2021,294,83381,283.61,8,57.79,0.0272,8,1.418044,0.97,1.79,6974.8,Hired,11.95,6.42,0.3086,Low,Young
2,36241,2021,115,31583,274.63,9,50.84,0.0783,30,1.373174,1.45,2.43,2710.68,Hired,11.65,1.64,3.2256,Low,Old
1,1014,2022,158,35955,218.52,12,33.63,0.0649,24,1.092595,1.49,2.38,3613.71,NRZ,9.95,1.35,1.7018,Critical,Old
2,35528,2018,280,58094,207.48,8,65.83,0.0286,7,1.037393,1.95,1.7,6469.39,Hired,8.98,8.23,0.2077,Medium,Young
1,2103,2019,322,55368,171.95,5,60.75,0.0155,3,0.859752,0.56,1.74,7226.51,NRZ,7.66,15.19,0.04,Medium,New
2,34420,2019,212,20091,94.77,4,71.64,0.0189,11,0.473844,0.82,1.56,4044.12,Hired,4.97,5.97,0.0985,Medium,Mature
2,35732,2022,124,26834,216.4,3,62.26,0.0242,28,1.082016,1.87,2.19,2754.47,Hired,9.74,2.15,0.7332,Medium,Old
2,35499,2023,289,51171,177.06,4,64.21,0.0138,4,0.885311,1.92,3.05,6677.42,Hired,7.66,12.84,0.0489,Medium,New
1,1020,2018,145,21920,151.17,7,55.8,0.0483,22,0.755862,1.49,2.98,3309.95,NRZ,6.62,2.43,0.8032,Low,Old
1,1014,2022,203,33987,178.06,11,39.38,0.043,12,0.890312,1.83,3.46,3902.34,NRZ,8.71,3.03,0.4594,Critical,Mature
1,1024,2023,148,13815,93.34,7,42.79,0.0473,24,0.466723,0.94,3.06,3280.24,NRZ,4.21,1.71,0.5298,Low,Old
1,1005,2020,135,18939,140.29,5,53.14,0.037,28,0.701444,1.4,1.55,2584.91,NRZ,7.33,1.83,0.7267,Low,Old
1,1026,2024,128,31754,248.08,6,59.23,0.0469,27,1.240391,1.73,3.4,2530.93,NRZ,12.55,2.12,1.5707,Low,Old
2,34963,2017,127,43107,339.43,9,57.57,0.0709,25,1.697126,1.89,2.86,2803.06,Hired,15.38,2.21,3.0082,Low,Old
2,35478,2021,218,19958,91.55,6,65.97,0.0275,16,0.457752,1.74,2.6,5193.52,Hired,3.84,3.88,0.2014,Medium,Mature
1,1014,2019,103,21965,226.31,8,38.09,0.058,24,1.131558,1.85,2.69,2469.68,NRZ,8.89,1.52,1.5751,Critical,Old
1,2108,2018,158,17974,113.76,5,55.46,0.0316,28,0.568797,0.84,2.47,3325.77,NRZ,5.4,1.91,0.5033,Low,Old
1,1005,2019,331,63128,190.72,4,73.15,0.0121,1,0.953595,0.99,2.21,7882.55,NRZ,8.01,36.58,0.0115,Medium,New
1,1029,2020,177,21741,122.83,5,65.54,0.0282,16,0.614153,1.48,1.92,3931.47,NRZ,5.53,3.86,0.2771,Medium,Mature
1,1012,2022,102,23528,210.84,8,37.99,0.0625,29,1.05418,1.13,1.7,1963.24,NRZ,11.98,1.27,1.9107,Critical,Old
2,35708,2022,192,40822,212.61,6,57.51,0.0312,15,1.063073,0.74,2.66,3653.1,Hired,11.17,3.59,0.4975,Low,Mature
1,1030,2019,230,73139,318.0,9,46.57,0.0391,18,1.589978,0.97,2.5,4716.42,NRZ,15.51,2.45,1.119,Low,Mature
2,36935,2022,241,54737,227.12,8,65.73,0.0332,11,1.135622,1.91,1.6,5008.88,Hired,10.93,5.48,0.4147,Medium,Mature
2,36276,2024,92,11084,120.48,7,48.99,0.0761,34,0.602391,1.04,3.2,1957.09,Hired,5.66,1.4,1.5586,Low,Old
2,37036,2023,208,52154,250.74,7,60.08,0.0337,20,1.253702,1.73,1.87,4207.36,Hired,12.4,2.86,0.845,Medium,Mature
1,1009,2019,306,35679,116.6,6,63.94,0.0196,5,0.58299,0.92,2.9,6209.82,NRZ,5.75,10.66,0.0571,Medium,New
1,2103,2023,139,39130,281.51,6,49.28,0.0432,26,1.407554,1.39,2.44,2578.4,NRZ,15.18,1.83,1.581,Low,Old
1,1024,2022,118,30432,257.9,6,41.59,0.0508,28,1.289492,0.51,2.89,2170.55,NRZ,14.02,1.43,1.8342,Low,Old
1,2103,2021,273,33770,123.7,3,73.37,0.011,7,0.618498,1.13,1.92,6307.3,NRZ,5.35,9.17,0.0476,Medium,Young
2,35528,2021,191,36029,188.63,5,54.2,0.0262,13,0.943168,1.06,1.74,4575.57,Hired,7.87,3.87,0.3212,Low,Mature
1,1005,2020,201,37579,186.96,3,67.72,0.0149,16,0.934801,1.16,3.07,4818.34,NRZ,7.8,3.98,0.2229,Medium,Mature
2,34301,2019,217,19565,90.16,4,71.29,0.0184,14,0.450806,1.49,1.55,4718.33,Hired,4.15,4.75,0.1161,Medium,Mature
2,35712,2023,187,53619,286.73,9,56.52,0.0481,15,1.433663,1.82,2.62,4406.42,Hired,12.17,3.53,1.0344,Low,Mature
1,2102,2022,302,35104,116.24,4,58.33,0.0132,4,0.581192,0.62,3.31,5458.56,NRZ,6.43,11.67,0.0307,Low,New
2,34618,2019,223,54825,245.85,6,61.2,0.0269,14,1.22926,1.64,2.73,4068.77,Hired,13.47,4.08,0.4629,Medium,Mature
1,1020,2019,294,90907,309.21,4,68.63,0.0136,8,1.546037,1.45,2.52,5581.41,NRZ,16.29,7.63,0.1682,Medium,Young
2,34615,2024,113,26126,231.2,10,53.19,0.0885,33,1.156018,1.78,3.07,2195.74,Hired,11.9,1.56,3.3762,Low,Old
2,36984,2021,141,23604,167.4,3,58.33,0.0213,25,0.837021,1.5,2.65,2818.95,Hired,8.37,2.24,0.4457,Low,Old
2,34854,2024,210,33361,158.86,4,56.35,0.019,15,0.79431,1.93,1.52,3847.46,Hired,8.67,3.52,0.2264,Low,Mature
1,1004,2019,261,26552,101.73,4,69.63,0.0153,1,0.508659,1.15,2.94,5694.19,NRZ,4.66,34.82,0.0078,Medium,New
2,35265,2023,196,52786,340.94,12,38.54,0.0496,16,1.704711,1.76,2.55,4126.27,Hired,12.79,2.27,1.3529,Critical,Mature
1,1020,2024,163,22357,137.16,4,60.73,0.0245,26,0.685798,1.12,2.64,3507.89,NRZ,6.37,2.25,0.4369,Medium,Old
2,35789,2022,147,21715,147.72,9,44.76,0.0612,29,0.738605,0.96,1.64,2903.9,Hired,7.48,1.49,1.3109,Low,Old
2,34871,2022,146,29666,203.19,9,45.88,0.0616,28,1.015959,1.07,3.23,3403.07,Hired,8.72,1.58,1.7523,Low,Old
1,1025,2021,244,31995,131.13,3,71.75,0.0123,5,0.655635,1.69,2.93,5639.05,NRZ,5.67,11.96,0.0403,Medium,New
1,2102,2022,145,13002,117.54,10,36.72,0.0606,26,0.587697,1.41,2.83,3093.31,NRZ,4.2,1.36,0.926,Critical,Old
2,36083,2020,194,30617,157.82,9,58.82,0.0464,23,0.789098,0.78,2.78,3917.68,Hired,7.82,2.45,0.8421,Low,Old
1,2107,2022,261,64918,248.73,11,52.36,0.0421,8,1.24364,1.29,3.32,5949.25,NRZ,10.91,5.82,0.4189,Low,Young
1,2109,2022,154,21795,141.53,7,49.07,0.0455,22,0.70763,0.65,2.69,2889.92,NRZ,7.54,2.13,0.7083,Low,Old
1,1019,2017,349,87531,250.81,4,59.47,0.0115,1,1.254026,1.66,3.16,8315.58,NRZ,10.53,29.74,0.0144,Low,New
1,1003,2018,289,64964,224.79,6,53.93,0.0208,7,1.123945,0.94,1.95,6342.38,NRZ,10.24,6.74,0.1636,Low,Young
1,1025,2024,209,43546,280.6,11,37.06,0.0456,15,1.403008,1.35,2.51,4784.38,NRZ,9.1,2.32,0.9597,Critical,Mature
1,2102,2019,166,32472,195.61,4,54.18,0.0241,21,0.978072,1.37,3.13,3342.24,NRZ,9.72,2.46,0.495,Low,Old
1,1025,2021,150,42880,246.96,9,38.34,0.0446,22,1.234777,1.08,2.18,3124.22,NRZ,13.73,1.67,1.2116,Critical,Old
1,1003,2017,128,38310,299.3,7,54.72,0.0547,27,1.496484,0.86,3.06,3061.12,NRZ,12.52,1.95,2.2102,Low,Old
2,35145,2017,269,40686,151.25,4,65.34,0.0149,1,0.756245,0.79,3.21,6411.01,Hired,6.35,32.67,0.0113,Medium,New
2,34679,2018,166,27549,165.96,10,57.1,0.0602,24,0.829789,1.58,1.61,3367.13,Hired,8.18,2.28,1.1989,Low,Old
1,1030,2017,176,48268,274.25,8,59.65,0.0455,16,1.37125,1.51,1.82,4219.65,NRZ,11.44,3.51,0.9983,Low,Mature
2,36681,2018,183,60480,330.49,5,58.2,0.0273,19,1.652459,0.84,3.5,4310.11,Hired,14.03,2.91,0.8571,Low,Mature
2,34865,2020,185,53289,288.05,7,55.68,0.0378,16,1.440243,1.77,1.83,4341.78,Hired,12.27,3.28,0.8711,Low,Mature
2,35812,2018,213,32232,151.32,8,67.4,0.0376,13,0.75662,1.0,1.83,4016.52,Hired,8.02,4.81,0.3698,Medium,Mature
2,34556,2023,119,18698,157.13,9,48.45,0.0756,32,0.78563,1.87,1.94,2219.49,Hired,8.42,1.47,1.9006,Low,Old
1,1009,2022,208,35252,169.48,9,40.7,0.0433,20,0.847404,0.64,3.04,4541.7,NRZ,7.76,1.94,0.7339,Low,Mature
1,2105,2023,271,56154,207.21,5,65.87,0.0185,7,1.036052,1.05,2.2,5695.32,NRZ,9.86,8.23,0.1342,Medium,Young
1,1029,2021,164,33059,201.58,8,49.99,0.0488,21,1.007896,1.66,2.92,3207.78,NRZ,10.31,2.27,1.0329,Low,Old
2,35413,2019,261,84601,324.14,12,45.76,0.046,9,1.620709,1.3,3.09,5209.48,Hired,16.24,4.58,0.671,Low,Young
2,34958,2022,130,24550,188.85,3,68.67,0.0231,25,0.944231,1.95,2.54,2946.63,Hired,8.33,2.64,0.5453,Medium,Old
2,36724,2023,133,35446,266.51,8,49.55,0.0602,27,1.332556,1.05,3.13,2427.16,Hired,14.6,1.77,2.1659,Low,Old
1,2108,2021,115,14975,141.87,7,36.78,0.0511,29,0.709343,0.73,2.96,2603.48,NRZ,5.75,1.23,1.0512,Critical,Old
2,34631,2021,221,49225,222.74,9,56.96,0.0407,18,1.113688,1.21,3.44,4118.0,Hired,11.95,3.0,0.8159,Low,Mature
2,36555,2019,205,25354,123.68,9,46.19,0.0439,15,0.61839,0.52,2.3,4439.39,Hired,5.71,2.89,0.4072,Low,Mature
2,34508,2017,186,35727,192.08,5,61.58,0.0269,15,0.960403,0.51,1.62,3371.08,Hired,10.6,3.85,0.3875,Medium,Mature
1,1011,2019,167,21421,128.27,10,49.98,0.0599,25,0.641347,1.92,1.58,3101.99,NRZ,6.91,1.92,0.9604,Low,Old
2,34541,2018,322,79787,247.79,9,61.67,0.028,3,1.238929,1.62,2.23,6892.26,Hired,11.58,15.42,0.1041,Medium,New
2,34769,2022,220,26757,121.62,4,71.96,0.0182,16,0.608114,1.23,3.24,4165.83,Hired,6.42,4.23,0.1771,Medium,Mature
2,35253,2021,303,50225,165.76,10,61.12,0.033,6,0.828795,1.89,1.81,6755.69,Hired,7.43,8.73,0.1641,Medium,Young
1,1020,2019,277,67934,245.25,3,66.0,0.0108,1,1.226245,0.84,2.82,6031.99,NRZ,11.26,33.0,0.0132,Medium,New
2,36277,2024,222,70686,318.41,7,49.59,0.0315,19,1.592027,1.1,2.88,4815.99,Hired,14.68,2.48,0.9528,Low,Mature
1,2104,2024,169,49920,295.38,4,65.18,0.0237,17,1.476923,0.95,2.36,3073.73,NRZ,16.24,3.62,0.5951,Medium,Mature
2,35529,2021,242,43334,179.07,7,54.36,0.0289,8,0.895331,1.53,3.3,5009.7,Hired,8.65,6.04,0.207,Low,Young
2,35025,2021,147,32420,220.54,11,45.42,0.0748,26,1.102721,1.77,3.04,2774.79,Hired,11.68,1.68,2.1446,Low,Old
1,1031,2023,184,30696,165.56,10,37.56,0.0463,20,0.827801,1.66,2.08,3784.89,NRZ,8.11,1.79,0.7665,Critical,Mature
2,35619,2021,204,46125,226.1,3,71.36,0.0147,11,1.130515,1.77,1.97,4180.84,Hired,11.03,5.95,0.1828,Medium,Mature
2,36199,2022,173,41833,241.81,13,52.06,0.0751,23,1.209046,1.76,2.73,3114.75,Hired,13.43,2.17,2.0884,Low,Old
1,1016,2024,215,46189,214.83,6,55.14,0.0279,14,1.074163,1.96,1.7,4270.81,NRZ,10.82,3.68,0.4196,Low,Mature
1,1009,2018,182,34001,216.91,12,36.74,0.0541,17,1.08455,0.74,1.65,3667.14,NRZ,9.27,2.04,0.9975,Critical,Mature
2,35874,2022,121,12026,99.39,6,60.11,0.0496,31,0.496942,1.05,2.24,2496.84,Hired,4.82,1.88,0.7641,Medium,Old
2,35423,2020,103,17592,170.8,7,54.55,0.068,30,0.853981,1.0,2.63,1944.25,Hired,9.05,1.76,1.7421,Low,Old
1,1008,2018,175,42911,245.21,5,57.43,0.0286,19,1.226029,1.8,3.26,3649.53,NRZ,11.76,2.87,0.6662,Low,Mature
1,1019,2018,179,39679,284.97,14,29.68,0.067,20,1.424856,1.51,3.1,4006.6,NRZ,9.9,1.41,1.9093,Critical,Mature
1,1020,2020,202,52548,291.05,13,33.26,0.0539,14,1.455249,0.7,2.58,4357.22,NRZ,12.06,2.22,1.0981,Critical,Mature
2,35488,2017,213,44534,209.08,8,57.68,0.0376,16,1.045399,1.23,2.17,4851.88,Hired,9.18,3.39,0.6289,Low,Mature
2,35628,2021,127,31426,247.45,4,48.76,0.0315,31,1.237244,1.45,2.72,2376.26,Hired,13.22,1.52,1.2082,Low,Old
2,36040,2022,246,38202,155.29,6,68.93,0.0244,7,0.776463,1.16,2.74,4989.29,Hired,7.66,8.62,0.1326,Medium,Young
1,1029,2019,327,45079,137.86,3,76.59,0.0092,2,0.689281,1.75,1.57,7203.82,NRZ,6.26,25.53,0.0127,Medium,New
1,1024,2022,265,47047,177.54,6,59.38,0.0226,2,0.887679,1.54,2.41,6077.43,NRZ,7.74,19.79,0.0401,Low,New
1,1006,2024,145,18877,130.19,6,49.73,0.0414,23,0.650931,1.84,3.16,3159.82,NRZ,5.97,2.07,0.6198,Low,Old
1,1023,2018,193,27734,143.7,7,52.95,0.0363,18,0.718497,0.6,3.36,3741.48,NRZ,7.41,2.79,0.4695,Low,Mature
1,1023,2023,128,25183,205.51,10,34.98,0.068,28,1.027551,1.15,3.03,2304.15,NRZ,10.93,1.21,1.9565,Critical,Old
1,1022,2020,209,44160,211.29,9,55.23,0.0431,18,1.056459,1.62,2.21,4798.92,NRZ,9.2,2.91,0.8196,Low,Mature
2,36738,2018,307,42179,137.39,5,73.61,0.0163,7,0.686954,1.09,2.16,7112.36,Hired,5.93,9.2,0.0784,Medium,Young
2,34538,2023,148,15820,123.7,11,37.74,0.0615,24,0.61852,1.31,2.12,2689.29,Hired,5.88,1.51,0.9129,Critical,Old
2,34728,2018,197,50930,258.53,3,62.91,0.0152,12,1.29264,1.97,2.0,3818.92,Hired,13.34,4.84,0.2358,Medium,Mature
